bibtex_key;title;author;journal;year;source;pages;volume;abstract;document_type;doi;url;affiliation;author_keywords;keywords;publisher;issn;language;note;selection_criteria;created_at;updated_at;created_by;updated_by;status;comments
4378480;Application of EMC Testing to Chip Level SOC (System on a CIp);D. {Petry};;2007;IEEE Digital Library;1-5;;The advent of customer requirements for module level electromagnetic compatibility (EMC) testing has an impact on the successful achievement of application specific integrated circuit (ASIC) design and qualification. This paper will describe the applicability of the following EMC test standards to a SOC (system on a chip) device: ISO 11452, SAE J1113, AEC Q100, SAE J1752/3 and Ford ES-XW7T-1A278-AB and -AC. The testing presented will focus on: 1) immunity to power supply voltage dropout, 2) radiated emissions, 3) spark over parallel wire, 4) coupled immunity, and 5) RF immunity. Best practice design techniques for module PCB layout will be reviewed. A recently performed battery of EMC test results, including high temperature testing, for a sensor signal conditioner SOC IC will be presented in this paper as an illustration of the overall approach.;inproceedings;10.1109/PSES.2007.4378480;;;;"electromagnetic compatibility;integrated circuit testing;printed circuit layout;system-on-chip;EMC testing;chip level SOC;system on a chip;electromagnetic compatibility testing;application specific integrated circuit;ASIC design;ISO 11452;SAE J1113;AEC Q100;SAE J1752/3;Ford ES-XW7T-1A278-AB;PCB layout;sensor signal conditioner;Electromagnetic compatibility;System testing;Circuit testing;System-on-a-chip;Integrated circuit testing;Immunity testing;Application specific integrated circuits;ISO stan";;;;;;44069,72034;44069,72034;sobreiro;;Unclassified;
9057003;Load prediction methods using machine learning for home energy management systems based on human behavior patterns recognition;L. {Fan} and J. {Li} and X. {Zhang};CSEE Journal of Power and Energy Systems;2020;IEEE Digital Library;563-571;6;Load forecasting can enhance the reliability and efficiency of operations in a home energy management system (HEMS). The rise of big data with machine learning in recent years makes it a potential solution. This paper proposes two new energy load forecasting methods, enhancing the traditional sequence to sequence long short-term memory (S2S-LSTM) model. Method 1 integrates S2S-LSTM with human behavior patterns recognition, implemented and compared by 3 types of algorithms: density based spatial clustering of applications with noise (DBSCAN), K-means and Pearson correlation coefficient (PCC). Among them, PCC is proven to be better than the others and suitable for a large number of residential customers. Method 2 further improves Method 1's performance with a modified multi-layer Neural Network architecture, which is constituted by fully-connected, dropout and stable improved softmax layers. It optimizes the process of supervised learning in LSTM and improves the stability and accuracy of the prediction model. The performances of both proposed methods are evaluated on a dataset of 8-week electricity consumptions from 2337 residential customers.;article;10.17775/CSEEJPES.2018.01130;;;;"Load modeling;Predictive models;Pattern recognition;Clustering algorithms;Recurrent neural networks;Cluster analysis;home energy management systems;long short-term memory;machine learning;neural network";;2096-0042;;;;44069,72034;44069,72034;sobreiro;;Unclassified;
5261844;Identifying student retention patterns using GIS technology;C. {Hanewicz};;2009;IEEE Digital Library;2231-2239;;Geographic information systems (GIS) have been used successfully by personnel in government, business, and industry to map natural resource data, determine socioeconomic boundaries, and manage fleet routing activities. The diverse applications of GIS have made its use attractive to people in many professions. However, educators have not used this technological tool as extensively even though they acquire a large amount of student data. Similar to business owners, it is helpful for administrators in higher education to understand their student/customer base in order to meet their needs and retain them. The author obtained student addresses at both a Midwestern and Western university and mapped them onto a GIS system. Spatial analysis was used to determine whether there were geographic differences among students who dropped out of school, remained enrolled, or successfully graduated within six years of matriculation. Differences were found among the student groups. Geographic distance did not make a difference for dropouts or graduates. However, living near the universities was significant for students who remained in school. Proximity to classes is important for many students to continue their education and ultimately graduate. Additional research using GIS can assist educators in finding off-site campus locations near the greatest concentration of students.;inproceedings;10.1109/PICMET.2009.5261844;;;;"educational administrative data processing;geographic information systems;student retention patterns;GIS technology;geographic information systems;socioeconomic boundaries;fleet routing activities;spatial analysis;Geographic Information Systems;Educational institutions;Technology management;Environmental economics;Management information systems;Personnel;Government;Routing;Continuing education;Psychology";;2159-5119;;;;44069,72034;44069,72034;sobreiro;;Unclassified;
1638205;IEEE Recommended Practice for Powering and Grounding Electronic Equipment;;IEEE Std 1100-2005 (Revision of IEEE Std 1100-1999);2006;IEEE Digital Library;1-703;;The IEEE Emerald Book(TM) presents a collection of consensus best practices for thepowering and grounding of electronic equipment used in commercial and industrial applications.The main objective is to provide consensus recommended practices in an area where conflictinginformation and conflicting design philosophies have dominated. The recommended practicesdescribed are intended to enhance equipment performance while maintaining a safe installation. Adescription of the nature and origin of power disturbances is provided, followed by theory on thevarious parameters that impact power quality. Information on quantifying and resolving power andgrounding related concerns using measurement and diagnostic instrumentation and standardizedinvestigative procedures are included. Recommended power protection equipment and wiring andgrounding system design practices are presented. Information on telecommunications systempower protection as well as grounding, industrial system grounding, and noise control is included.Finally a selection of case studies are presented to support the recommended practices presentedthroughout the book.;article;10.1109/IEEESTD.2006.216391;;;;"IEEE Standards;Commercialization;Electronic equipment;Industry applications;Power conditioning;Power system quality;Monitoring;Grounding;commercial applications;electrical power;electronic equipment;grounding;industrialapplications;power conditioning;power disturbance;power monitor;power quality";;;;;;44069,72034;44069,72034;sobreiro;;Unclassified;
routh_estimating_2020;Estimating customer churn under competing risks;Routh, Pallav and Roy, Arkajyoti and Meyer, Jeff;Journal of the Operational Research Society;2020;ISI Web of Science;1--18;;;article;10.1080/01605682.2020.1776166;https://www.tandfonline.com/doi/full/10.1080/01605682.2020.1776166;;;;;0160-5682, 1476-9360;en;ZSCC: 0000000;;44069,72051;44069,72051;sobreiro;;Unclassified;
martinez_machine_2020;A machine learning framework for customer purchase prediction in the non-contractual setting;Martínez, Andrés and Schmuck, Claudia and Pereverzyev, Sergiy and Pirker, Clemens and Haltmeier, Markus;European Journal of Operational Research;2020;ISI Web of Science;588--596;281;;article;10.1016/j.ejor.2018.04.034;https://linkinghub.elsevier.com/retrieve/pii/S0377221718303370;;;;;03772217;en;ZSCC: 0000024;;44069,72051;44069,72051;sobreiro;;Unclassified;
brmez_case_2019;A {Case} of {Churn} {Prediction} in {Telecommunications} {Industry};Brmez, Simon and Znidarsic, Martin;Ipsi Bgd Transactions on Internet Research;2019;ISI Web of Science;;15;Churn prediction is the practice of assigning a probability to the event of a customer ending his contract with a service provider. Traditional data mining approaches to churn prediction in telecommunications industry are based on detecting patterns from customer contractual information, traffic related data, bills and payments, CRM data and customer service logs. The study presented in this paper has employed various machine learning approaches and assessed their performances using the data of a European mobile operator. The feature importance rankings which were used for feature selection yielded also some initial guidelines for acting on churn prevention in practice.;article;;;;;churn, data mining, feature selection, feature-selection, optimization, stacking, telecommunications;;1820-4503;English;"ZSCC: 0000000
Place: Belgrade
Publisher: Ipsi Belgrade Ltd
WOS:000473335900002";;44069,72051;44069,72051;sobreiro;;Unclassified;
semrl_churn_2017;Churn {Prediction} {Model} for {Effective} {Gym} {Customer} {Retention};Semrl, Jas and Matei, Alexandru;;2017;ISI Web of Science;;;In the fitness industry, rolling gym membership contracts allow customers to terminate a contract with little advanced notice. Customer churn prediction is a well known area in Machine Learning research. Many companies, however, face a data science skills gap when trying to translate this research onto their own datasets and IT infrastructure. In this paper we present a series of experiments that aim to predict customer behaviour, in order to increase gym utilisation and customer retention. We use two off-the-shelf machine learning platforms, so that we can evaluate whether these platforms, used by non ML experts, can help companies improve their services.;book;;;;;customer churn, gym attendance, machine learning;Ieee;;English;"ZSCC: NoCitationData[s0]
Publication Title: Proceedings of 4th International Conference on Behavioral, Economic Advance in Behavioral, Economic, Sociocultural Computing (besc)
WOS:000425236400021";;44069,72051;44069,72715;sobreiro;;Duplicated;
semrl_churn_2017-1;Churn {Prediction} {Model} for {Effective} {Gym} {Customer} {Retention};Semrl, Jas and Matei, Alexandru;;2017;ISI Web of Science;;;In the fitness industry, rolling gym membership contracts allow customers to terminate a contract with little advanced notice. Customer churn prediction is a well known area in Machine Learning research. Many companies, however, face a data science skills gap when trying to translate this research onto their own datasets and IT infrastructure. In this paper we present a series of experiments that aim to predict customer behaviour, in order to increase gym utilisation and customer retention. We use two off-the-shelf machine learning platforms, so that we can evaluate whether these platforms, used by non ML experts, can help companies improve their services.;book;;;;;customer churn, gym attendance, machine learning;Ieee;;English;"ZSCC: NoCitationData[s0]
Publication Title: Proceedings of 4th International Conference on Behavioral, Economic Advance in Behavioral, Economic, Sociocultural Computing (besc)
WOS:000425236400026";;44069,72051;44069,72714;sobreiro;;Duplicated;
buckinx_using_2002;Using machine learning techniques to preduct defection of top clients;Buckinx, W. and Baesens, Bart and Van den Poel, D. and Van Kenhove, P. and Vanthienen, Jan;;2002;ISI Web of Science;509--517;6;Fierce competition in many industries causes switching behavior of customers. Because foregone profits of defected customers are significant, an increase of the retention rate can be very profitable. In this paper, we focus on the treatment of companies' most promising current customers in a non-contractual setting. We build a model in order to predict churn behavior of top clients who will (partially) defect in the near future. We applied the following classification techniques: logistic regression, linear discriminant analysis, quadratic discriminant analysis, C4.5, neural networks and Naive Bayes. Their performance is quantified by the classification accuracy and the area under the receiver operating characteristic curve (AUROC). The experiments were carried out on a real life data set obtained by a Belgian retailer. The article contributes in many ways. The results show that past customer behavior has predictive power to indicate future partial defection. This finding is from a companies' point of view even more important than being able to define total defectors, which was until now the traditional goal in attrition research. It was found that neural networks performed better than the other classification techniques in terms of both classification accuracy and AUROC. Although the performance benefits are sometimes small in absolute terms, they are statistically significant and relevant from a marketing perspective. Finally it was found that the number of past shop visits and the time between past shop incidences are amongst the most predictive inputs for the problem at hand.;inproceedings;;https://lirias.kuleuven.be/1101635;;;;"WITpress; Ashurst, Southampton";;eng;"ZSCC: NoCitationData[s0]
ISSN: 1470-6326";;44069,72051;44069,72051;sobreiro;;Unclassified;
MARTINS2020102215;Deep neural network for complex open-water wetland mapping using high-resolution WorldView-3 and airborne LiDAR data;Vitor S. Martins and Amy L. Kaleita and Brian K. Gelder and Gustavo W. Nagel and Daniel A. Maciel;International Journal of Applied Earth Observation and Geoinformation;2020;Science@Direct;102215;93;;article;https://doi.org/10.1016/j.jag.2020.102215;http://www.sciencedirect.com/science/article/pii/S0303243420303081;;;Deep learning, Small wetlands, Machine learning, Optical and LiDAR data, PCA;;0303-2434;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
HILAS200911559;Designing an expert system for fraud detection in private telecommunications networks;Constantinos S. Hilas;Expert Systems with Applications;2009;Science@Direct;11559 - 11569;36;;article;https://doi.org/10.1016/j.eswa.2009.03.031;http://www.sciencedirect.com/science/article/pii/S095741740900284X;;;Fraud detection, User modeling, Expert systems, Telecommunications, Data mining applications;;0957-4174;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
WANG2015388;Fuzzy Inference Algorithm based on Quantitative Association Rules;Ling Wang and Ji-Yuan Dong and Shu-Lin Li;Procedia Computer Science;2015;Science@Direct;388 - 394;61;;article;https://doi.org/10.1016/j.procs.2015.09.166;http://www.sciencedirect.com/science/article/pii/S1877050915029968;;;"quantitative association rules, apriori algorithm, discretization, TS fuzzy rules ;";;1877-0509;;Complex Adaptive Systems San Jose, CA November 2-4, 2015;;44069,72066;44069,72066;sobreiro;;Unclassified;
MOSTAFA2013627;Citizens as consumers: Profiling e-government services’ users in Egypt via data mining techniques;Mohamed M. Mostafa and Ahmed A. El-Masry;International Journal of Information Management;2013;Science@Direct;627 - 641;33;;article;https://doi.org/10.1016/j.ijinfomgt.2013.03.007;http://www.sciencedirect.com/science/article/pii/S0268401213000510;;;e-Government services, Consumer profiling, Neural networks, Data mining, Egypt;;0268-4012;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
CASCIO2019284;Training trends: Macro, micro, and policy issues;Wayne F. Cascio;Human Resource Management Review;2019;Science@Direct;284 - 297;29;;article;https://doi.org/10.1016/j.hrmr.2017.11.001;http://www.sciencedirect.com/science/article/pii/S105348221730089X;;;Globalization, Demographic changes, Training trends, Digital technology and work, Labor markets, Non-standard workers, Middle skills, Vocational education, Micro-learning;;1053-4822;;Advancing Training for the 21st Century;;44069,72066;44069,72066;sobreiro;;Unclassified;
FARQUAD201431;Churn prediction using comprehensible support vector machine: An analytical CRM application;M.A.H. Farquad and Vadlamani Ravi and S. Bapi Raju;Applied Soft Computing;2014;Science@Direct;31 - 40;19;;article;https://doi.org/10.1016/j.asoc.2014.01.031;http://www.sciencedirect.com/science/article/pii/S1568494614000507;;;Churn prediction, Support vector machine, Rule extraction, Naive Bayes Tree, Machine learning and customer relationship management;;1568-4946;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
SHIRAZI2019238;A big data analytics model for customer churn prediction in the retiree segment;Farid Shirazi and Mahbobeh Mohammadi;International Journal of Information Management;2019;Science@Direct;238 - 253;48;;article;https://doi.org/10.1016/j.ijinfomgt.2018.10.005;http://www.sciencedirect.com/science/article/pii/S0268401218301518;;;Big data, Business intelligence, Churn prediction model, Hadoop, Customer lifetime value, Classification, Regression tree;;0268-4012;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
ROSENTRETER2020111472;Towards large-scale mapping of local climate zones using multitemporal Sentinel 2 data and convolutional neural networks;Johannes Rosentreter and Ron Hagensieker and Björn Waske;Remote Sensing of Environment;2020;Science@Direct;111472;237;;article;https://doi.org/10.1016/j.rse.2019.111472;http://www.sciencedirect.com/science/article/pii/S0034425719304912;;;Local climate zones, Convolutional neural network, Sentinel 2;;0034-4257;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
PAOLANTI2020100276;Multidisciplinary Pattern Recognition applications: A review;Marina Paolanti and Emanuele Frontoni;Computer Science Review;2020;Science@Direct;100276;37;;article;https://doi.org/10.1016/j.cosrev.2020.100276;http://www.sciencedirect.com/science/article/pii/S1574013719300899;;;Pattern recognition, Machine learning, Deep learning, Hidden Markov models;;1574-0137;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
MALTHOUSE2013270;Managing Customer Relationships in the Social Media Era: Introducing the Social CRM House;Edward C. Malthouse and Michael Haenlein and Bernd Skiera and Egbert Wege and Michael Zhang;Journal of Interactive Marketing;2013;Science@Direct;270 - 280;27;;article;https://doi.org/10.1016/j.intmar.2013.09.008;http://www.sciencedirect.com/science/article/pii/S1094996813000431;;;Customer relationship management, Social media, Engagement, Information technology, Customer insight, Employees, Key performance indicator;;1094-9968;;Social Media and Marketing;;44069,72066;44069,72066;sobreiro;;Unclassified;
CHEN2020687;Merging anomalous data usage in wireless mobile telecommunications: Business analytics with a strategy-focused data-driven approach for sustainability;Yi-Ting Chen and Edward W. Sun and Yi-Bing Lin;European Journal of Operational Research;2020;Science@Direct;687 - 705;281;;article;https://doi.org/10.1016/j.ejor.2019.02.046;http://www.sciencedirect.com/science/article/pii/S0377221719301948;;;Analytics, Artificial intelligence, Data mining, Decision support systems, OR in telecommunications, Validation of OR Computations;;0377-2217;;Featured Cluster: Business Analytics: Defining the field and identifying a research agenda;;44069,72066;44069,72066;sobreiro;;Unclassified;
VELASCO2020106054;Deep Learning loss model for large-scale low voltage smart grids;Jose Angel Velasco and Hortensia Amaris and Monica Alonso;International Journal of Electrical Power & Energy Systems;2020;Science@Direct;106054;121;;article;https://doi.org/10.1016/j.ijepes.2020.106054;http://www.sciencedirect.com/science/article/pii/S0142061519340542;;;Deep learning, Smart grids, Uncertainty, Probabilistic modelling, Clustering, Phase imbalance;;0142-0615;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
ABBASIMEHR2020106435;An optimized model using LSTM network for demand forecasting;Hossein Abbasimehr and Mostafa Shabani and Mohsen Yousefi;Computers & Industrial Engineering;2020;Science@Direct;106435;143;;article;https://doi.org/10.1016/j.cie.2020.106435;http://www.sciencedirect.com/science/article/pii/S0360835220301698;;;Demand prediction, Time series forecasting, Statistical methods, LSTM, RNN;;0360-8352;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
BOSE20091;Quantitative models for direct marketing: A review from systems perspective;Indranil Bose and Xi Chen;European Journal of Operational Research;2009;Science@Direct;1 - 16;195;;article;https://doi.org/10.1016/j.ejor.2008.04.006;http://www.sciencedirect.com/science/article/pii/S0377221708003512;;;Marketing, Data mining, Customer profiling, Customer targeting, Statistical modeling, Performance evaluation;;0377-2217;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
MORTENSON2015583;Operational research from Taylorism to Terabytes: A research agenda for the analytics age;Michael J. Mortenson and Neil F. Doherty and Stewart Robinson;European Journal of Operational Research;2015;Science@Direct;583 - 595;241;;article;https://doi.org/10.1016/j.ejor.2014.08.029;http://www.sciencedirect.com/science/article/pii/S037722171400664X;;;Analytics, Big data, Data visualisation, History of OR, History of computing;;0377-2217;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
BRANDNER2013581;A memetic approach to construct transductive discrete support vector machines;Hubertus Brandner and Stefan Lessmann and Stefan Voß;European Journal of Operational Research;2013;Science@Direct;581 - 595;230;;article;https://doi.org/10.1016/j.ejor.2013.05.010;http://www.sciencedirect.com/science/article/pii/S0377221713004098;;;Data mining, Transductive learning, Support vector machines, Memetic algorithms, Combinatorial optimization;;0377-2217;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
VASHISHTHA2019112834;Fuzzy rule based unsupervised sentiment analysis from social media posts;Srishti Vashishtha and Seba Susan;Expert Systems with Applications;2019;Science@Direct;112834;138;;article;https://doi.org/10.1016/j.eswa.2019.112834;http://www.sciencedirect.com/science/article/pii/S0957417419305366;;;Social media, Twitter, Sentiment analysis, Fuzzy rule, Lexicon;;0957-4174;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
LABRADORRIVAS2020106602;Faults in smart grid systems: Monitoring, detection and classification;Angel Esteban {Labrador Rivas} and Taufik Abrão;Electric Power Systems Research;2020;Science@Direct;106602;189;;article;https://doi.org/10.1016/j.epsr.2020.106602;http://www.sciencedirect.com/science/article/pii/S0378779620304065;;;Smart grid, Electric power system, Fault monitoring, Fault detection, Fault classification, 5G communication systems;;0378-7796;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
MAHMOUD2017292;Adaptive intelligent techniques for microgrid control systems: A survey;Magdi S. Mahmoud and Nezar M. Alyazidi and Mohamed I. Abouheaf;International Journal of Electrical Power & Energy Systems;2017;Science@Direct;292 - 305;90;;article;https://doi.org/10.1016/j.ijepes.2017.02.008;http://www.sciencedirect.com/science/article/pii/S0142061516325042;;;Adaptive control, Intelligent technique, Particle swarm optimization, Fuzzy logic, Distributed generations, Islanded micro-grid;;0142-0615;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
KHALID2020102275;A survey on hyperparameters optimization algorithms of forecasting models in smart grid;Rabiya Khalid and Nadeem Javaid;Sustainable Cities and Society;2020;Science@Direct;102275;61;;article;https://doi.org/10.1016/j.scs.2020.102275;http://www.sciencedirect.com/science/article/pii/S2210670720304960;;;Forecasting, Hyperparameters, Parameter tuning, Data preprocessing, Training algorithms, Outliers in data, Processing time;;2210-6707;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
XIA200871;Model of Customer Churn Prediction on Support Vector Machine;Guo-en XIA and Wei-dong JIN;Systems Engineering - Theory & Practice;2008;Science@Direct;71 - 77;28;;article;https://doi.org/10.1016/S1874-8651(09)60003-X;http://www.sciencedirect.com/science/article/pii/S187486510960003X;;;customer churn, support vector machine (SVM), telecommunication industry;;1874-8651;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
BOSE2015227;Detecting the migration of mobile service customers using fuzzy clustering;Indranil Bose and Xi Chen;Information & Management;2015;Science@Direct;227 - 238;52;;article;https://doi.org/10.1016/j.im.2014.11.001;http://www.sciencedirect.com/science/article/pii/S0378720614001359;;;Clustering, Customer behavior, Migration, Mobile services, Temporal data, Usage patterns;;0378-7206;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
HUBERTY2015992;Can we vote with our tweet? On the perennial difficulty of election forecasting with social media;Mark Huberty;International Journal of Forecasting;2015;Science@Direct;992 - 1007;31;;article;https://doi.org/10.1016/j.ijforecast.2014.08.005;http://www.sciencedirect.com/science/article/pii/S0169207014001058;;;Evaluating forecasts, Surveys, Model selection, Elections, Social media;;0169-2070;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
KIANMEHR20096218;Calling communities analysis and identification using machine learning techniques;Keivan Kianmehr and Reda Alhajj;Expert Systems with Applications;2009;Science@Direct;6218 - 6226;36;;article;https://doi.org/10.1016/j.eswa.2008.07.072;http://www.sciencedirect.com/science/article/pii/S0957417408004685;;;Social communities, Classification, Clustering, Customer behavior, Machine learning;;0957-4174;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
BARFAR2017115;Applying behavioral economics in predictive analytics for B2B churn: Findings from service quality data;Arash Barfar and Balaji Padmanabhan and Alan Hevner;Decision Support Systems;2017;Science@Direct;115 - 127;101;;article;https://doi.org/10.1016/j.dss.2017.06.006;http://www.sciencedirect.com/science/article/pii/S0167923617301185;;;Organizational decision analytics, B2B service operations, Churn, Service quality, Decision-making, Rationality, Bounded rationality, Heuristics, Adaptive toolbox, Somatic states;;0167-9236;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
PONDERSUTTON20161;Chapter 1 - The Automating of Open Source Intelligence;Agate M. Ponder-Sutton;;2016;Science@Direct;1 - 20;;;incollection;https://doi.org/10.1016/B978-0-12-802916-9.00001-4;http://www.sciencedirect.com/science/article/pii/B9780128029169000014;;;privacy, ethics, automation, surveillance, machine learning, statistics;Syngress;;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
YAN2018249;Chapter 11 - InsurTech and FinTech: Banking and Insurance Enablement;Tan Choon Yan and Paul Schulte and David {LEE Kuo Chuen};;2018;Science@Direct;249 - 281;;;incollection;https://doi.org/10.1016/B978-0-12-810441-5.00011-7;http://www.sciencedirect.com/science/article/pii/B9780128104415000117;;;Insurance technology, Digital revolution, Digital finance, Insurance sector;Academic Press;;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
CHEN2012111;Distributed customer behavior prediction using multiplex data: A collaborative MK-SVM approach;Zhen-Yu Chen and Zhi-Ping Fan;Knowledge-Based Systems;2012;Science@Direct;111 - 119;35;;article;https://doi.org/10.1016/j.knosys.2012.04.023;http://www.sciencedirect.com/science/article/pii/S0950705112001190;;;Customer relationship management, Behavior analysis, Customer churn prediction, Customer purchase prediction, Support vector machine, Multiple kernel learning;;0950-7051;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
RISSELADA2010198;Staying Power of Churn Prediction Models;Hans Risselada and Peter C. Verhoef and Tammo H.A. Bijmolt;Journal of Interactive Marketing;2010;Science@Direct;198 - 208;24;;article;https://doi.org/10.1016/j.intmar.2010.04.002;http://www.sciencedirect.com/science/article/pii/S1094996810000253;;;Churn prediction, Scoring models, Customer relationship management;;1094-9968;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
PHILLIPS2019100295;Configuring the new digital landscape in western Canadian agriculture;Peter W.B. Phillips and Jo-Anne Relf-Eckstein and Graeme Jobe and Brian Wixted;NJAS - Wageningen Journal of Life Sciences;2019;Science@Direct;100295;90-91;;article;https://doi.org/10.1016/j.njas.2019.04.001;http://www.sciencedirect.com/science/article/pii/S1573521418302264;;;Economic landscape, Agricultural systems, Digital agriculture, Firm strategy, Interoperability, Data;;1573-5214;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
NISBET2009335;Chapter 16 - Customer Response Modeling;Robert Nisbet and John Elder and Gary Miner;;2009;Science@Direct;335 - 346;;;incollection;https://doi.org/10.1016/B978-0-12-374765-5.00016-4;http://www.sciencedirect.com/science/article/pii/B9780123747655000164;;;;Academic Press;;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
COUSSEMENT201727;A comparative analysis of data preparation algorithms for customer churn prediction: A case study in the telecommunication industry;Kristof Coussement and Stefan Lessmann and Geert Verstraeten;Decision Support Systems;2017;Science@Direct;27 - 36;95;;article;https://doi.org/10.1016/j.dss.2016.11.007;http://www.sciencedirect.com/science/article/pii/S0167923616302020;;;Predictive analytics, Data preparation techniques, Churn prediction;;0167-9236;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
NAKABI2019100212;An ANN-based model for learning individual customer behavior in response to electricity prices;Taha Abdelhalim Nakabi and Pekka Toivanen;Sustainable Energy, Grids and Networks;2019;Science@Direct;100212;18;;article;https://doi.org/10.1016/j.segan.2019.100212;http://www.sciencedirect.com/science/article/pii/S2352467718304570;;;, Artificial neural networks, Customer behavior learning, Demand response programs, LSTM, Price elasticity of demand, Smart grid;;2352-4677;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
AHMAD2020112851;Borrow from rich cousin: transfer learning for emotion detection using cross lingual embedding;Zishan Ahmad and Raghav Jindal and Asif Ekbal and Pushpak Bhattachharyya;Expert Systems with Applications;2020;Science@Direct;112851;139;;article;https://doi.org/10.1016/j.eswa.2019.112851;http://www.sciencedirect.com/science/article/pii/S0957417419305536;;;Deep learning, Cross lingual transfer learning, Emotion classification;;0957-4174;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
THOMASSEY2010470;Sales forecasts in clothing industry: The key success factor of the supply chain management;Sébastien Thomassey;International Journal of Production Economics;2010;Science@Direct;470 - 483;128;;article;https://doi.org/10.1016/j.ijpe.2010.07.018;http://www.sciencedirect.com/science/article/pii/S0925527310002598;;;Sales forecasts, Textile–apparel supply chain, Clothing industry, Sourcing simulation;;0925-5273;;Supply Chain Forecasting Systems;;44069,72066;44069,72066;sobreiro;;Unclassified;
CHEN2015422;Behavior-aware user response modeling in social media: Learning from diverse heterogeneous data;Zhen-Yu Chen and Zhi-Ping Fan and Minghe Sun;European Journal of Operational Research;2015;Science@Direct;422 - 434;241;;article;https://doi.org/10.1016/j.ejor.2014.09.008;http://www.sciencedirect.com/science/article/pii/S0377221714007255;;;Data mining, Direct marketing, Response modeling, Social media, Engagement behavior;;0377-2217;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
CHIANG2018177;Does country-of-origin brand personality generate retail customer lifetime value? A Big Data analytics approach;Lan-Lung (Luke) Chiang and Chin-Sheng Yang;Technological Forecasting and Social Change;2018;Science@Direct;177 - 187;130;;article;https://doi.org/10.1016/j.techfore.2017.06.034;http://www.sciencedirect.com/science/article/pii/S0040162517309150;;;Big Data analytics, Customer-driven marketing strategy, Country-of-origin, Brand personality, Customer lifetime value, Retail industry;;0040-1625;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
LAHA20154687;Modeling of steelmaking process with effective machine learning techniques;Dipak Laha and Ye Ren and P.N. Suganthan;Expert Systems with Applications;2015;Science@Direct;4687 - 4696;42;;article;https://doi.org/10.1016/j.eswa.2015.01.030;http://www.sciencedirect.com/science/article/pii/S0957417415000457;;;Steelmaking process, Modeling, Prediction, Random forests, Support vector regression, Artificial neural networks, Dynamic evolving neural-fuzzy inference system, 5-Fold cross validation;;0957-4174;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
KHARE202049;Chapter 2 - Big data principles and paradigm;Vikas Khare and Savita Nema and Prashant Baredar;;2020;Science@Direct;49 - 81;;;incollection;https://doi.org/10.1016/B978-0-12-818904-7.00002-2;http://www.sciencedirect.com/science/article/pii/B9780128189047000022;;;Big data, ocean energy system, mapreduce, Hadoop, NoSQL, data stream management;Butterworth-Heinemann;;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
VELEZ2020105762;Churn and Net Promoter Score forecasting for business decision-making through a new stepwise regression methodology;D. Vélez and A. Ayuso and C. Perales-González and J. Tinguaro Rodríguez;Knowledge-Based Systems;2020;Science@Direct;105762;196;;article;https://doi.org/10.1016/j.knosys.2020.105762;http://www.sciencedirect.com/science/article/pii/S0950705120301684;;;Churn prediction, Net Promoter Score, Stepwise regression, WOE variables;;0950-7051;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
